"name","unp","instrument_uuid","ticker","share_kind"
"ЗАО ""ТПС-ЦЕНТР""","100218174","fd29d92a","T5391-S0001","common"
"ЗАО ""Трансинформ""","200398288","408a9246","T5407-S0001","common"
"ЗАО ""Транскомлогист и к""","192405044","e6b14118","T5115-S0001","common"
"ЗАО ""ТРАНСФОРМАВТО ПЛЮС""","190746859","298f97ce","T4315-S0001","common"
"ЗАО ""Трасис""","191699223","0e5be63c","T4113-S0001","common"
"ЗАО ""Траст-Запад""","200062076","a70f72b2","T2641-S0001","common"
"ЗАО ""Траст-Запад""","200062076","a5556957","T2641-S0002P","preferred"
"ЗАО ""Трафик Менеджер""","190938041","424d4983","T5564-S0001","common"
"ЗАО ""Трафик Менеджер Интернешнл""","191286736","38e0242c","T5081-S0001","common"
"ЗАО ""ТРИОЛЬ""","100850742","465f27f4","T3091-S0001","common"
"ЗАО ""ТРОДАТ-БЕЛ""","190184784","b696cf8b","T5570-S0001","common"
"ЗАО ""ТэгФул""","291500021","77f50fd1","-S0001","common"
"ЗАО ""УКХ ""БелГАЗавтосервис""","100123046","cfa455ab","T2521-S0001","common"
"ЗАО ""УЛЬТРАМЕДТЕХ""","101233038","1d97b2c6","T5726-S0003","common"
"ЗАО ""Умелец""","300053740","33f644c6","T3608-S0001","common"
"ЗАО ""УНИВЕРСАМ БАЙКАЛЬСКИЙ""","100863118","88f07dc9","T3184-S0001","common"
"ЗАО ""УНИВЕРСАМ ""ВИТЕБСК""","100220134","8a4b6bae","T0740-S0001","common"
"ЗАО ""Универсам Восточный""","101078500","de51f2e7","T0800-S0001","common"
"ЗАО ""УНИВЕРСАМ ""ЦЕНТРАЛЬНЫЙ""","100060965","72300562","T4878-S0001","common"
"ЗАО ""Уникальные Решения""","692177111","dbed2264","T6572-S0001","common"
"ЗАО ""УНИФАРМ""","101280900","89b7b3d6","T2756-S0001","common"
"ЗАО ""Управление специальных строительных работ Стройтрест №7""","100088916","328993fc","T0691-S0001","common"
"ЗАО ""Управляющая компания ЕРОП-ЕТС""","192444045","9145ca3b","T5162-S0001","common"
"ЗАО ""Управляющая компания ""ПроСТО""","191619456","2ed4a41c","T3940-S0001","common"
"ЗАО ""УралМаркет""","690538225","064168bd","T6062-S0001","common"
"ЗАО ""УЭЛЬС""","100646245","152cc40c","T4670-S0001","common"
"ЗАО ""Факел"" Щучинского района, д. Обруб","500031800","c07f28ed","T2870-S0004","common"
"ЗАО ""ФАРМАСЕП ПЛЮС""","101282319","f0988d9e","T5232-S0001","common"
"ЗАО ""ФАРМАТЕХ""","100042949","28da42b2","T3510-S0001","common"
"ЗАО ""ФАРМТЕХСЕРВИС""","100950602","b4699cb3","T5084-S0001","common"
"ЗАО ""ФАРТ И В""","100243882","2868d450","Fart-S0001","common"
"ЗАО ""Фенек""","300127840","ff716bb4","T5825-S0001","common"
"ЗАО ""ФилтерПРО""","693153495","f1d4c7cb","T6527-S0001","common"
"ЗАО ""Финансы и Капиталъ""","191591056","fa5c1df6","T3969-S0001","common"
"ЗАО ""Финмастерс""","191627534","97df3308","T5403-S0001","common"
"ЗАО ""Фирма Мальвина""","800003807","03500562","T1993-S0001","common"
"ЗАО ""Фирма ""Омега""","300187430","5a795d08","T4854-S0001","common"
"ЗАО ""Фирма ""Омега""","300187430","3edc3276","T4854-S0003P","preferred"
"ЗАО ""ФИРМЕННЫЙ ОБУВНОЙ МАГАЗИН ""ЛУЧ""","100062000","6d6bc4ce","T4362-S0003","common"
"ЗАО ""Фисон"" г.Лида","500272251","61eb0e2e","T5662-S0003","common"
"ЗАО ""Фита-1""","700181119","9fefca9f","T4905-S0001","common"
"ЗАО ""ФК ""ДИНАМО-МИНСК""","101512751","127d84c9","T6358-S0001","common"
"ЗАО ""ФК ""Ислочь""","691784097","50cd2a13","T5974-S0001","common"
"ЗАО ""ФК ""Шахтер""","690255570","bab2b295","T5898-S0001","common"
"ЗАО ""ФлексоПолимер""","193464112","b87ec690","T6523-S0001","common"
"ЗАО ""ФлексоФорс""","808000012","cc23987a","T5432-S0001","common"
"ЗАО ""ФОТЭК""","100025347","122e34cf","T4643-S0001","common"
"ЗАО ""Фуд Баг Центр""","490682351","b703e2ae","T6495-S0001","common"
"ЗАО ""Фуд Найс Торг""","490682364","cda6c35f","T6493-S0001","common"
"ЗАО ""ФУТБОЛСПОРТСЕРВИС""","101263549","842e7252","T5221-S0001","common"
"ЗАО ""Фэнстэр""","101256495","8c88b5d7","T2632-S0001","common"
"ЗАО ""ХИМБЕЛСЕРВИС""","100991292","fc32eb99","T3623-S0001","common"
"ЗАО ""Химимпорт""","690020317","beab188c","T4588-S0001","common"
"ЗАО ""ХимИнжКонсалт""","192580969","20461abe","T5394-S0001","common"
"ЗАО ""ХИММЕДСИНТЕЗ""","691129225","09bcfee9","T4077-S0001","common"
"ЗАО ""Хинкали франчайзинг""","193097421","166947e5","T6322-S0001","common"
"ЗАО ""Х-КРАФТ""","490314128","f9f51850","T6494-S0001","common"
"ЗАО ""ХОККЕЙНЫЙ КЛУБ ""ДИНАМО-МИНСК""","190475680","bc27b5a5","T5578-S0001","common"
"ЗАО ""Холдинговая компания ""Пинскдрев""","200250960","ac8238ff","T2734-S0005","common"
"ЗАО ""Холодильная техника"" г. Гродно","500037097","2c27d3f2","T4226-S0003","common"
"ЗАО ""ХОЛОДОН""","100859339","3e82c089","T4421-S0001","common"
"ЗАО ""ХЦ-ПОЛИНОВОТЕХ""","100152790","1e2f04dd","T5996-S0001","common"
"ЗАО ""Цветовой баланс""","192446405","ce3000ce","T5197-S0001","common"
"ЗАО ""Цемтэкс""","192609515","be85e0d6","T5451-S0001","common"
"ЗАО ""Центаврстрой""","490862915","089d6aae","T3793-S0001","common"
"ЗАО ""Центр ликвидации и банкротства предприятий""","192368886","60274646","T5068-S0001","common"
"ЗАО ""Центр ликвидации предприятий""","191228804","238198fa","T2914-S0001","common"
"ЗАО ""ЦЕНТР НОВЫХ ИНТЕЛЛЕКТУАЛЬНЫХ ИНТЕГРИРОВАННЫХ СИСТЕМ""","190507885","1de79dc8","T2465-S0001","common"
"ЗАО ""Центр охраны труда и промышленной безопасности""","100947049","cdab0090","T4100-S0001","common"
"ЗАО ""Центр промышленной оценки ""","191021390","0f11abaf","T5576-S0001","common"
"ЗАО ""Центр экспертизы и сертификации ""ЕВРОТЕСТ""","291109943","df853de9","T4273-S0001","common"
"ЗАО ""Цептер Банк""","807000214","b4df0674","T2406-S0001","common"
"ЗАО ""ЦНИП""","191610829","9445738b","T4287-S0001","common"
"ЗАО ""Чайна Мерчантс СиЭйчЭн-БиЭлАр Коммерческая и Логистическая Компания""","691700107","48979640","T5256-S0001","common"
"ЗАО ""Чижовский двор""","101116939","c1860675","T0806-S0001","common"
"ЗАО ""Чистый берег""","101489077","736f6ba8","T6123-S0001","common"
"ЗАО ""ШатоАгро""","691129039","893a6434","T3986-S0001","common"
"ЗАО ""Швейная фабрика ""Дината""","600001722","9969a4a3","T2343-S0002","common"
"ЗАО ""Швейная фабрика ""Социнвест-Мех и К""","190649015","60a35e1e","T6552-S0001","common"
"ЗАО ""Шикё""","191081639","29453fd8","T6190-S0001","common"
"ЗАО ""Штадлер Минск""","690655901","d15f7032","T4030-S0002","common"
"ЗАО ""Эвералим""","691804123","8b6875eb","T5383-S0001","common"
"ЗАО ""ЭйсЕвроСтрой""","691616114","aae2a12e","T5421-S0001","common"
"ЗАО ""Эквел Бел""","192504214","48b71f8e","T5266-S0001","common"
"ЗАО ""ЭкоБелЛайв""","691909345","cb389288","T5247-S0001","common"
"ЗАО ""Эковата-Мол""","690397099","1d034a33","T5364-S0001","common"
"ЗАО ""ЭКОЛОГИЯ-121""","100143369","976bb965","T5979-S0001","common"
"ЗАО ""ЭКОМИР""","190870517","f69fcafb","T5756-S0001","common"
"ЗАО ""Экомол Агро""","391123917","6c75f502","T4298-S0001","common"
"ЗАО ""Экостраж""","692146071","54f1e5f2","T6399-S0001","common"
"ЗАО ""Экотехнопром""","790677759","f49016ef","T2680-S0001","common"
"ЗАО ""ЭКСИМЭЛЕКТРО""","190490879","6550a14e","T5168-S0001","common"
"ЗАО ""ЭкспертГарантСервис""","101541750","55690f5a","T2516-S0001","common"
"ЗАО ""Экспорт окна""","690658691","6cd53e0a","T4916-S0001","common"
"ЗАО ""ЭЛЕГАНСЭ""","190113318","53ec71cf","T9171-S0001","common"
"ЗАО ""ЭЛЕКТРАКИП""","100596767","987e1fef","T3099-S0001","common"
"ЗАО ""Электроплан ТНС""","192439045","edb927ed","T5172-S0001","common"
"ЗАО ""ЭЛИТАВТО""","101278172","d3d33b92","T6559-S0001","common"
"ЗАО ""Элпрокомплект""","192158059","5aac8739","T4735-S0001","common"
"ЗАО ""ЭЛЬСАН""","100119849","1fac36e7","T4103-S0001","common"
"ЗАО ""ЭмСи Инкам энд Инновэйшнс""","191444101","9dafe24f","T3669-S0001","common"
"ЗАО ""Энергико""","191495985","f02e1110","T3934-S0001","common"
"ЗАО ""Энергоинжиниринговые решения""","191687285","726ec649","T3892-S0001","common"
"ЗАО ""Энергокоминвест""","191476827","849c18cb","T4130-S0001","common"
"ЗАО ""Энерголизинг""","193019593","bb2f3c08","T6152-S0001","common"
"ЗАО ""Энергомашимпорт""","191501366","22f9f40d","T5164-S0001","common"
"ЗАО ""ЭНЕРГОТЕПЛОИЗОЛЯЦИЯ""","100390954","ca2d52e7","T4259-S0001","common"
"ЗАО ""ЭНЕРГОТЕХПРОМ-2""","101195886","55bfe39c","T4977-S0001","common"
"ЗАО ""ЭРИА""","690602002","5ff29337","T2910-S0001","common"
"ЗАО ""ЭРИТАЖ""","101422638","34c53a35","T5676-S0001","common"
"ЗАО ""ЭРМИЙ""","100935455","0be4ff5d","T4917-S0001","common"
"ЗАО ""ЭРМИТА""","100422181","501f3629","T4962-S0001","common"
"ЗАО ""ЭСТКО""","800005999","d8a00844","T5130-S0001","common"
"ЗАО ""Эс-Эн-Эй Европа Индастриз Бисов""","100338635","6f6c1586","T4372-S0001","common"
"ЗАО ""ЭФИР""","100945508","5f448adf","T3227-S0003","common"
"ЗАО ""Эф-Си Консалт""","193502632","f77a708e","T6578-S0001","common"
"ЗАО ""Южэли-импорт""","190717768","d0214625","T3723-S0001","common"
"ЗАО ""ЮНАТЭКС""","100643644","d9a6fb06","T4956-S0001","common"
"ЗАО ""Юнионспецавто""","192264709","5f207504","T4877-S0001","common"
"ЗАО ""Юнифуд""","800016624","f5ab47ba","T4263-S0003","common"
"ЗАО ""ЮпитерАгро""","192580374","3ffc804b","T5446-S0001","common"
"ЗАО ""Юпитер плюс""","300200332","2eaff20e","T5098-S0003","common"
"ЗАО ""ЯЛИНА""","100167659","be000cfe","T3671-S0001","common"
"ЗАО ""Ярошевич и Партнеры""","691528167","9adf7a75","-S0001","common"
"ЗАО ""Ярс-Ренвест""","691784786","4dc37761","T5155-S0001","common"
"ЗАСО ""Белнефтестрах""","101143603","051b2d9e","T2823-S0001","common"
"ЗАСО ""Имклива Иншуранс""","400217363","59e689c2","T3734-S0003","common"
"ЗАСО ""КЕНТАВР""","100985903","477abb6d","T3616-S0008","common"
"ЗАСО ""КЕНТАВР""","100985903","83b25c5b","T3616-S0009P","preferred"
"ЗАСО ""Промтрансинвест""","100357923","0ef24218","T2767-S0001","common"
"ЗАСО ""ТАСК""","100003006","0febce6f","T3527-S0001","common"
"ЗВАО ""СИНТЕЗ-ММ""","100094103","a7781150","T5795-S0001","common"
"ЗСАО ""Ингосстрах""","100219645","988c9df4","T3650-S0005","common"
"ИЗАО ""Акриловые полимеры""","690655610","52de1a2e","T3897-S0001","common"
"ИЗАО ""Банг энд Бонсомер""","800012220","1ec8d4ee","T5012-S0001","common"
"ИЗАО ""БЕЛТУЛС""","800015299","b7ec32cd","T5540-S0001","common"
"ИЗАО ""ГЁЛЬНЕР ЭКСПЕДИЦИЯ""","101500119","a0d20c53","T5981-S0001","common"
"ИЗАО ""Глера Маркет""","191437576","91b4a0df","T3166-S0001","common"
"ИЗАО ""СЕЙФТРОНИКС-Б""","809000658","32cd65c7","T3773-S0001","common"
"ИЗАО ""Фабрика досуга""","190681514","b0314273","T2800-S0001","common"
"Инвестиционная компания ""ГОРИЗОНТ-СЕДНАТ"" СЗАО","191756383","a33c8abe","T4237-S0001","common"
"Инженерно-технический центр ОАО","600319614","cda387fa","T0261-S0001","common"
"ИП ЗАО ""БЕЛС""","200595080","2d80d27c","T2766-S0001","common"
"ИП ЗАО ""Молодечненский трубопрокатный завод""","800000573","fc6bc9f3","T5479-S0001","common"
"ИП ""СЛАВНЕФТЕХИМ"" ЗАО","800008878","38e98d50","T4472-S0001","common"
"КАРАТ-С ЗАО","600433125","e50b6539","T5776-S0001","common"
"Кафе Спутник ОАО","100035668","d5173733","T0646-S0001","common"
"Китайско-Белорусское СЗАО ""Компания по развитию индустриального парка""","690656540","9a292321","T4297-S0001","common"
"Кричевгрузавто ОАО","700164872","0b05efd2","T2382-S0003","common"
"Кричевское ОАО ""Автомотосервис и торговля""","700170853","7778188e","T2383-S0001","common"
"ЛЕСПАРКСЕРВИС ЗАО","101474456","8d692a32","T5679-S0001","common"
"МИНИНСТАЛЬ ЗАО","190325816","137f8847","T5582-S0001","common"
"Минский завод строительных материалов ОАО","100008102","ec248649","T0616-S0003","common"
"МОАО ""Красный металлист""","700010525","690d41ad","T1822-S0001","common"
"Могилевские семена трав ОАО","700007449","d38a8e94","T5069-S0002","common"
"Могилевское ОАО ""Галантерея""","700099463","43315c12","T2378-S0001","common"
"Могилевское ОАО ""Гарант""","700007663","21db56ec","T1811-S0001","common"
"Мозырьлес ЗАО","400084259","76f0896c","T3882-S0001","common"
"Мозырьпромстрой ОАО","400091065","e1063e20","T0299-S0001","common"
"МОЛСНАБТОРГ ЗАО","101450750","0dfc4f30","T5612-S0001","common"
"Мона ОАО","100055291","9a3e4170","T0660-S0002","common"
"МО ОАО ""Луч"" - управляющая компания холдинга ""Обувь - ""Луч""","100260052","13420d79","T0154-S0001","common"
"МСПМК ОАО","600518371","b3c05ee5","T4405-S0001","common"
"Навигационно-идентификационные системы ЗАО","191654875","06a6bae4","T4306-S0001","common"
"Новобелицаавтотранс ОАО","400088665","aefcfeb5","T1386-S0001","common"
"Новоельнянский межрайагроснаб ОАО","500048572","9649506c","T2338-S0001","common"
"НП ЗАО ""АЙВОРИ""","100921644","ac582151","T5708-S0001","common"
"НПЗАО ""МАЛКУТ""","101203058","a747553d","T5464-S0001","common"
"""НПК ""ЭКО-ЛЕС-О"" СЗАО","810000400","38581af5","T5616-S0001","common"
"НТЗАО ""АЛАРМ""","100435764","96254395","T5778-S0001","common"
"Нуклеар Пауэр ЗАО","592000153","2e88696f","T6529-S0001","common"
"ОАО ""10 съезд Советов""","600004229","db4bae92","T3512-S0001","common"
"ОАО ""10 УПРАВЛЕНИЕ НАЧАЛЬНИКА РАБОТ""","100185369","787e68da","T0732-S0004","common"
"ОАО ""122 УНРМ""","100185210","b56e3fff","122U-S0001","common"
"ОАО ""17 Сентября""","600038416","69dba24d","T3513-S0001","common"
"ОАО ""2566 завод по ремонту радиоэлектронного вооружения""","600012284","7e9b23ea","T3262-S0001","common"
"ОАО ""8 Марта""","400078265","e794e692","T0204-S0003","common"
"ОАО ""9-Я СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""","100251718","d7987378","T0748-S0001","common"
